date,day,shift,attendance,Reasons,Employee_Id,Team,Tenure,Month,Week_Numb,Holiday,Holiday_Association
10/07/2023,Monday,Day,Present,Other Reasons,A014,T006,12-24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A087,T009,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A099,T008,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A021,T010,1-3M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A123,T008,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A076,T001,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A058,T001,12-24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A081,T006,1-3M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A173,T001,12-24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A086,T009,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A029,T006,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A009,T006,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A159,T008,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A062,T011,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A075,T002,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A010,T007,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A121,T011,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A004,T003,>24M,Jul,3,NH,Not_assosiated_with_Holiday
10/07/2023,Monday,Day,Present,Other Reasons,A154,T006,12-24M,Jul,3,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A057,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A009,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A130,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A157,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A176,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A050,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A155,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A178,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A074,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A082,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A165,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A110,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A148,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A147,T011,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A020,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A107,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A008,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A012,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A111,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A166,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Day,Present,Other Reasons,A018,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A005,T004,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A037,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A137,T005,9-12M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A026,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A062,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A061,T010,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A091,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,Unscheduled,Unplanned Leave,A146,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A011,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A087,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A014,T006,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A144,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A138,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A075,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Day,Present,Other Reasons,A092,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A129,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A067,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A033,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A055,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A113,T007,6-9M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A024,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A038,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A118,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A004,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A159,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A103,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A002,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A051,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A081,T006,1-3M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A017,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A109,T003,3-6M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A049,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A035,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A086,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A084,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A072,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Absent,Other Reasons,A163,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A079,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A156,T004,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A083,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A119,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A040,T010,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A077,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A096,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Absent,Sick Leave,A127,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A116,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A100,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A182,T002,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A132,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A175,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A090,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A104,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A085,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A088,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A121,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A172,T009,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A139,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A022,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A181,T002,9-12M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A064,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A001,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Absent,Other Reasons,A071,T005,6-9M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A029,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Day,Present,Other Reasons,A019,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A068,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A078,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A112,T006,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A031,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A034,T009,1-3M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A183,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A046,T011,3-6M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A122,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A124,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A105,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Day,Present,Other Reasons,A133,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A006,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A041,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A125,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A027,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A186,T005,,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A167,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A065,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A076,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A136,T005,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A007,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A044,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A016,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A164,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A048,T008,3-6M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A053,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A161,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A032,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A093,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A151,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A089,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A154,T006,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A123,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A054,T005,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Day,Present,Other Reasons,A143,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A094,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A134,T007,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A056,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A150,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A025,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A131,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A140,T004,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A060,T010,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A162,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A152,T002,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A013,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A101,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A115,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A098,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Absent,Sick Leave,A149,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A015,T010,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A003,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A128,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A153,T003,3-6M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A145,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A028,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A160,T004,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A039,T009,1-3M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A168,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A063,T004,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A030,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A021,T010,1-3M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A097,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A170,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A179,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A135,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A052,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A171,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A142,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A043,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A099,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A023,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A058,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A173,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A106,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A114,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A059,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A158,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,PTO,Other Reasons,A047,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A066,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A010,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A120,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A073,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A080,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A108,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A169,T003,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A180,T007,<1M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A045,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A117,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Unscheduled,Unscheduled,Unplanned Leave,A102,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A095,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A069,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A070,T011,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A174,T007,1-3M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A184,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A126,T006,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A042,T006,>24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Present,Other Reasons,A036,T005,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
07/07/2023,Friday,Night,Absent,Sick Leave,A177,T011,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A078,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A130,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A164,T005,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A059,T008,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Unscheduled,PTO,Other Reasons,A140,T004,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A086,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A108,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A081,T006,1-3M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A049,T007,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A165,T002,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A116,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A090,T004,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Unscheduled,Unscheduled,Unplanned Leave,A102,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A064,T009,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A096,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A002,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Day,Present,Other Reasons,A143,T003,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A095,T010,>24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A154,T006,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A097,T008,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A083,T001,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A152,T002,12-24M,Jul,2,NH,Not_assosiated_with_Holiday
06/07/2023,Thursday,Night,Present,Other Reasons,A076,T001,>24M,Jul,2,NH,Not_assosiated_with_Holiday
